source_dataset,passenger_id,pclass,survived,name,sex,age,family_size,fare,embarked,survived_label
Dataset 2,19972,1,0,"Reuchlin, Jonkheer. John George",male,38.0,0.0,0.0,S,Did Not Survive
Dataset 2,PC 17607,1,1,"Rheims, Mr. George Alexander Lucien",male,,0.0,39.6,S,Survived
Dataset 2,PC 17760,1,0,"Ringhini, Mr. Sante",male,22.0,0.0,135.6333,C,Did Not Survive
Dataset 2,PC 17757,1,0,"Robbins, Mr. Victor",male,,0.0,227.525,C,Did Not Survive
Dataset 2,24160,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,1.0,211.3375,S,Survived
Dataset 2,PC 17590,1,0,"Roebling, Mr. Washington Augustus II",male,31.0,0.0,50.4958,S,Did Not Survive
Dataset 2,111428,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0.0,26.55,S,Survived
Dataset 2,113767,1,0,"Rood, Mr. Hugh Roscoe",male,,0.0,50.0,S,Did Not Survive
Dataset 2,PC 17613,1,1,"Rosenbaum, Miss. Edith Louise",female,33.0,0.0,27.7208,C,Survived
Dataset 2,PC 17585,1,0,"Rosenshine, Mr. George (""Mr George Thorne"")",male,46.0,0.0,79.2,C,Did Not Survive
Dataset 2,13049,1,0,"Ross, Mr. John Hugo",male,36.0,0.0,40.125,C,Did Not Survive
Dataset 2,110152,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0.0,86.5,S,Survived
Dataset 2,PC 17603,1,0,"Rothschild, Mr. Martin",male,55.0,1.0,59.4,C,Did Not Survive
Dataset 2,PC 17603,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1.0,59.4,C,Survived
Dataset 2,113790,1,0,"Rowe, Mr. Alfred G",male,33.0,0.0,26.55,S,Did Not Survive
Dataset 2,PC 17608,1,1,"Ryerson, Master. John Borie",male,13.0,4.0,262.375,C,Survived
Dataset 2,PC 17608,1,1,"Ryerson, Miss. Emily Borie",female,18.0,4.0,262.375,C,Survived
Dataset 2,PC 17608,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,4.0,262.375,C,Survived
Dataset 2,PC 17608,1,0,"Ryerson, Mr. Arthur Larned",male,61.0,4.0,262.375,C,Did Not Survive
Dataset 2,PC 17608,1,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48.0,4.0,262.375,C,Survived
Dataset 2,19988,1,1,"Saalfeld, Mr. Adolphe",male,,0.0,30.5,S,Survived
Dataset 2,PC 17477,1,1,"Sagesser, Mlle. Emma",female,24.0,0.0,69.3,C,Survived
Dataset 2,111163,1,1,"Salomon, Mr. Abraham L",male,,0.0,26.0,S,Survived
Dataset 2,13236,1,1,"Schabert, Mrs. Paul (Emma Mock)",female,35.0,1.0,57.75,C,Survived
Dataset 2,113798,1,1,"Serepeca, Miss. Augusta",female,30.0,0.0,31.0,C,Survived
Dataset 2,113794,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0.0,26.55,S,Survived
Dataset 2,PC 17582,1,1,"Shutes, Miss. Elizabeth W",female,40.0,0.0,153.4625,S,Survived
Dataset 2,PC 17475,1,1,"Silverthorne, Mr. Spencer Victor",male,35.0,0.0,26.2875,S,Survived
Dataset 2,13507,1,0,"Silvey, Mr. William Baird",male,50.0,1.0,55.9,S,Did Not Survive
Dataset 2,13507,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1.0,55.9,S,Survived
Dataset 2,13213,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0.0,35.5,C,Survived
Dataset 2,113788,1,1,"Sloper, Mr. William Thompson",male,28.0,0.0,35.5,S,Survived
Dataset 2,113792,1,0,"Smart, Mr. John Montgomery",male,56.0,0.0,26.55,S,Did Not Survive
Dataset 2,17764,1,0,"Smith, Mr. James Clinch",male,56.0,0.0,30.6958,C,Did Not Survive
Dataset 2,13695,1,0,"Smith, Mr. Lucien Philip",male,24.0,1.0,60.0,S,Did Not Survive
Dataset 2,113056,1,0,"Smith, Mr. Richard William",male,,0.0,26.0,S,Did Not Survive
Dataset 2,13695,1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,18.0,1.0,60.0,S,Survived
Dataset 2,21228,1,1,"Snyder, Mr. John Pillsbury",male,24.0,1.0,82.2667,S,Survived
Dataset 2,21228,1,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",female,23.0,1.0,82.2667,S,Survived
Dataset 2,16966,1,1,"Spedden, Master. Robert Douglas",male,6.0,2.0,134.5,C,Survived
Dataset 2,16966,1,1,"Spedden, Mr. Frederic Oakley",male,45.0,2.0,134.5,C,Survived
Dataset 2,16966,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,2.0,134.5,C,Survived
Dataset 2,PC 17569,1,0,"Spencer, Mr. William Augustus",male,57.0,1.0,146.5208,C,Did Not Survive
Dataset 2,PC 17569,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,,1.0,146.5208,C,Survived
Dataset 2,13214,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0.0,30.5,C,Survived
Dataset 2,113514,1,0,"Stead, Mr. William Thomas",male,62.0,0.0,26.55,S,Did Not Survive
Dataset 2,11778,1,1,"Stengel, Mr. Charles Emil Henry",male,54.0,1.0,55.4417,C,Survived
Dataset 2,11778,1,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,43.0,1.0,55.4417,C,Survived
Dataset 2,36947,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1.0,78.2667,C,Survived
Dataset 2,PC 17605,1,0,"Stewart, Mr. Albert A",male,,0.0,27.7208,C,Did Not Survive
Dataset 2,113572,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0.0,80.0,,Survived
Dataset 2,PC 17483,1,0,"Straus, Mr. Isidor",male,67.0,1.0,221.7792,S,Did Not Survive
Dataset 2,PC 17483,1,0,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63.0,1.0,221.7792,S,Did Not Survive
Dataset 2,36963,1,0,"Sutton, Mr. Frederick",male,61.0,0.0,32.3208,S,Did Not Survive
Dataset 2,17466,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0.0,25.9292,S,Survived
Dataset 2,110413,1,1,"Taussig, Miss. Ruth",female,18.0,2.0,79.65,S,Survived
Dataset 2,110413,1,0,"Taussig, Mr. Emil",male,52.0,2.0,79.65,S,Did Not Survive
Dataset 2,110413,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,2.0,79.65,S,Survived
Dataset 2,19996,1,1,"Taylor, Mr. Elmer Zebley",male,48.0,1.0,52.0,S,Survived
Dataset 2,19996,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1.0,52.0,S,Survived
Dataset 2,17421,1,0,"Thayer, Mr. John Borland",male,49.0,2.0,110.8833,C,Did Not Survive
Dataset 2,17421,1,1,"Thayer, Mr. John Borland Jr",male,17.0,2.0,110.8833,C,Survived
Dataset 2,17421,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,2.0,110.8833,C,Survived
Dataset 2,PC 17585,1,1,"Thorne, Mrs. Gertrude Maybelle",female,,0.0,79.2,C,Survived
Dataset 2,2543,1,1,"Tucker, Mr. Gilbert Milligan Jr",male,31.0,0.0,28.5375,C,Survived
Dataset 2,PC 17601,1,0,"Uruchurtu, Don. Manuel E",male,40.0,0.0,27.7208,C,Did Not Survive
Dataset 2,111240,1,0,"Van der hoef, Mr. Wyckoff",male,61.0,0.0,33.5,S,Did Not Survive
Dataset 2,36967,1,0,"Walker, Mr. William Anderson",male,47.0,0.0,34.0208,S,Did Not Survive
Dataset 2,PC 17755,1,1,"Ward, Miss. Anna",female,35.0,0.0,512.3292,C,Survived
Dataset 2,110813,1,0,"Warren, Mr. Frank Manley",male,64.0,1.0,75.25,C,Did Not Survive
Dataset 2,110813,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1.0,75.25,C,Survived
Dataset 2,113800,1,0,"Weir, Col. John",male,60.0,0.0,26.55,S,Did Not Survive
Dataset 2,35281,1,0,"White, Mr. Percival Wayland",male,54.0,1.0,77.2875,S,Did Not Survive
Dataset 2,35281,1,0,"White, Mr. Richard Frasar",male,21.0,1.0,77.2875,S,Did Not Survive
Dataset 2,PC 17760,1,1,"White, Mrs. John Stuart (Ella Holmes)",female,55.0,0.0,135.6333,C,Survived
Dataset 2,36928,1,1,"Wick, Miss. Mary Natalie",female,31.0,2.0,164.8667,S,Survived
Dataset 2,36928,1,0,"Wick, Mr. George Dennick",male,57.0,2.0,164.8667,S,Did Not Survive
Dataset 2,36928,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,2.0,164.8667,S,Survived
Dataset 2,113503,1,0,"Widener, Mr. George Dunton",male,50.0,2.0,211.5,C,Did Not Survive
Dataset 2,113503,1,0,"Widener, Mr. Harry Elkins",male,27.0,2.0,211.5,C,Did Not Survive
Dataset 2,113503,1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,50.0,2.0,211.5,C,Survived
Dataset 2,113795,1,1,"Willard, Miss. Constance",female,21.0,0.0,26.55,S,Survived
Dataset 2,PC 17597,1,0,"Williams, Mr. Charles Duane",male,51.0,1.0,61.3792,C,Did Not Survive
Dataset 2,PC 17597,1,1,"Williams, Mr. Richard Norris II",male,21.0,1.0,61.3792,C,Survived
Dataset 2,113510,1,0,"Williams-Lambert, Mr. Fletcher Fellows",male,,0.0,35.0,S,Did Not Survive
Dataset 2,16966,1,1,"Wilson, Miss. Helen Alice",female,31.0,0.0,134.5,C,Survived
Dataset 2,19947,1,1,"Woolner, Mr. Hugh",male,,0.0,35.5,S,Survived
Dataset 2,113807,1,0,"Wright, Mr. George",male,62.0,0.0,26.55,S,Did Not Survive
Dataset 2,PC 17760,1,1,"Young, Miss. Marie Grice",female,36.0,0.0,135.6333,C,Survived
Dataset 2,P/PP 3381,2,0,"Abelson, Mr. Samuel",male,30.0,1.0,24.0,C,Did Not Survive
Dataset 2,P/PP 3381,2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1.0,24.0,C,Survived
Dataset 2,248744,2,0,"Aldworth, Mr. Charles Augustus",male,30.0,0.0,13.0,S,Did Not Survive
Dataset 2,231945,2,0,"Andrew, Mr. Edgardo Samuel",male,18.0,0.0,11.5,S,Did Not Survive
Dataset 2,C.A. 34050,2,0,"Andrew, Mr. Frank Thomas",male,25.0,0.0,10.5,S,Did Not Survive
Dataset 2,226875,2,0,"Angle, Mr. William A",male,34.0,1.0,26.0,S,Did Not Survive
Dataset 2,226875,2,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1.0,26.0,S,Survived
Dataset 2,244346,2,0,"Ashby, Mr. John",male,57.0,0.0,13.0,S,Did Not Survive
Dataset 2,29108,2,0,"Bailey, Mr. Percy Andrew",male,18.0,0.0,11.5,S,Did Not Survive
Dataset 2,C.A. 31030,2,0,"Baimbrigge, Mr. Charles Robert",male,23.0,0.0,10.5,S,Did Not Survive
Dataset 2,28551,2,1,"Ball, Mrs. (Ada E Hall)",female,36.0,0.0,13.0,S,Survived
Dataset 2,C.A./SOTON 34068,2,0,"Banfield, Mr. Frederick James",male,28.0,0.0,10.5,S,Did Not Survive
Dataset 2,S.O.P. 1166,2,0,"Bateman, Rev. Robert James",male,51.0,0.0,12.525,S,Did Not Survive
Dataset 2,2908,2,1,"Beane, Mr. Edward",male,32.0,1.0,26.0,S,Survived
Dataset 2,2908,2,1,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1.0,26.0,S,Survived
Dataset 2,244358,2,0,"Beauchamp, Mr. Henry James",male,28.0,0.0,26.0,S,Did Not Survive
Dataset 2,230136,2,1,"Becker, Master. Richard F",male,1.0,3.0,39.0,S,Survived
Dataset 2,230136,2,1,"Becker, Miss. Marion Louise",female,4.0,3.0,39.0,S,Survived
Dataset 2,230136,2,1,"Becker, Miss. Ruth Elizabeth",female,12.0,3.0,39.0,S,Survived
Dataset 2,230136,2,1,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36.0,3.0,39.0,S,Survived
Dataset 2,248698,2,1,"Beesley, Mr. Lawrence",male,34.0,0.0,13.0,S,Survived
Dataset 2,28404,2,1,"Bentham, Miss. Lilian W",female,19.0,0.0,13.0,S,Survived
Dataset 2,28425,2,0,"Berriman, Mr. William John",male,23.0,0.0,13.0,S,Did Not Survive
Dataset 2,237670,2,0,"Botsford, Mr. William Hull",male,26.0,0.0,13.0,S,Did Not Survive
Dataset 2,211535,2,0,"Bowenur, Mr. Solomon",male,42.0,0.0,13.0,S,Did Not Survive
Dataset 2,220367,2,0,"Bracken, Mr. James H",male,27.0,0.0,13.0,S,Did Not Survive
Dataset 2,248733,2,1,"Brown, Miss. Amelia ""Mildred""",female,24.0,0.0,13.0,S,Survived
Dataset 2,29750,2,1,"Brown, Miss. Edith Eileen",female,15.0,2.0,39.0,S,Survived
Dataset 2,29750,2,0,"Brown, Mr. Thomas William Solomon",male,60.0,2.0,39.0,S,Did Not Survive
Dataset 2,29750,2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,2.0,39.0,S,Survived
Dataset 2,236853,2,1,"Bryhl, Miss. Dagmar Jenny Ingeborg",female,20.0,1.0,26.0,S,Survived
Dataset 2,236853,2,0,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1.0,26.0,S,Did Not Survive
Dataset 2,27849,2,1,"Buss, Miss. Kate",female,36.0,0.0,13.0,S,Survived
Dataset 2,234686,2,0,"Butler, Mr. Reginald Fenton",male,25.0,0.0,13.0,S,Did Not Survive
Dataset 2,244310,2,0,"Byles, Rev. Thomas Roussel Davids",male,42.0,0.0,13.0,S,Did Not Survive
Dataset 2,236852,2,1,"Bystrom, Mrs. (Karolina)",female,42.0,0.0,13.0,S,Survived
Dataset 2,248738,2,1,"Caldwell, Master. Alden Gates",male,0.83,2.0,29.0,S,Survived
Dataset 2,248738,2,1,"Caldwell, Mr. Albert Francis",male,26.0,2.0,29.0,S,Survived
Dataset 2,248738,2,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,2.0,29.0,S,Survived
Dataset 2,F.C.C. 13528,2,1,"Cameron, Miss. Clear Annie",female,35.0,0.0,21.0,S,Survived
Dataset 2,239853,2,0,"Campbell, Mr. William",male,,0.0,0.0,S,Did Not Survive
Dataset 2,28424,2,0,"Carbines, Mr. William",male,19.0,0.0,13.0,S,Did Not Survive
Dataset 2,244252,2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1.0,26.0,S,Did Not Survive
Dataset 2,244252,2,0,"Carter, Rev. Ernest Courtenay",male,54.0,1.0,26.0,S,Did Not Survive
Dataset 2,248731,2,0,"Chapman, Mr. Charles Henry",male,52.0,0.0,13.5,S,Did Not Survive
Dataset 2,SC/AH 29037,2,0,"Chapman, Mr. John Henry",male,37.0,1.0,26.0,S,Did Not Survive
Dataset 2,SC/AH 29037,2,0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29.0,1.0,26.0,S,Did Not Survive
Dataset 2,237789,2,1,"Christy, Miss. Julie Rachel",female,25.0,2.0,30.0,S,Survived
Dataset 2,237789,2,1,"Christy, Mrs. (Alice Frances)",female,45.0,2.0,30.0,S,Survived
Dataset 2,2003,2,0,"Clarke, Mr. Charles Valentine",male,29.0,1.0,26.0,S,Did Not Survive
Dataset 2,2003,2,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1.0,26.0,S,Survived
Dataset 2,W./C. 14263,2,0,"Coleridge, Mr. Reginald Charles",male,29.0,0.0,10.5,S,Did Not Survive
Dataset 2,248740,2,0,"Collander, Mr. Erik Gustaf",male,28.0,0.0,13.0,S,Did Not Survive
Dataset 2,28034,2,1,"Collett, Mr. Sidney C Stuart",male,24.0,0.0,10.5,S,Survived
Dataset 2,C.A. 31921,2,1,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,2.0,26.25,S,Survived
Dataset 2,C.A. 31921,2,0,"Collyer, Mr. Harvey",male,31.0,2.0,26.25,S,Did Not Survive
Dataset 2,C.A. 31921,2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,2.0,26.25,S,Survived
Dataset 2,W./C. 14266,2,1,"Cook, Mrs. (Selena Rogers)",female,22.0,0.0,10.5,S,Survived
Dataset 2,237249,2,0,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,0.0,13.0,S,Did Not Survive
Dataset 2,F.C.C. 13534,2,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,,0.0,21.0,S,Did Not Survive
Dataset 2,29107,2,0,"Cotterill, Mr. Henry ""Harry""",male,21.0,0.0,11.5,S,Did Not Survive
Dataset 2,239853,2,0,"Cunningham, Mr. Alfred Fleming",male,,0.0,0.0,S,Did Not Survive
Dataset 2,C.A. 33112,2,1,"Davies, Master. John Morgan Jr",male,8.0,2.0,36.75,S,Survived
Dataset 2,S.O.C. 14879,2,0,"Davies, Mr. Charles Henry",male,18.0,0.0,73.5,S,Did Not Survive
Dataset 2,C.A. 33112,2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)",female,48.0,2.0,36.75,S,Survived
Dataset 2,237668,2,1,"Davis, Miss. Mary",female,28.0,0.0,13.0,S,Survived
Dataset 2,244360,2,0,"de Brito, Mr. Jose Joaquim",male,32.0,0.0,13.0,S,Did Not Survive
Dataset 2,S.O.C. 14879,2,0,"Deacon, Mr. Percy William",male,17.0,0.0,73.5,S,Did Not Survive
Dataset 2,SC/PARIS 2167,2,0,"del Carlo, Mr. Sebastiano",male,29.0,1.0,27.7208,C,Did Not Survive
Dataset 2,SC/PARIS 2167,2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,1.0,27.7208,C,Survived
Dataset 2,C.A. 31029,2,0,"Denbury, Mr. Herbert",male,25.0,0.0,31.5,S,Did Not Survive
Dataset 2,S.O.C. 14879,2,0,"Dibden, Mr. William",male,18.0,0.0,73.5,S,Did Not Survive
Dataset 2,231919,2,1,"Doling, Miss. Elsie",female,18.0,1.0,23.0,S,Survived
Dataset 2,231919,2,1,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,1.0,23.0,S,Survived
Dataset 2,28403,2,0,"Downton, Mr. William James",male,54.0,0.0,26.0,S,Did Not Survive
Dataset 2,28220,2,1,"Drew, Master. Marshall Brines",male,8.0,2.0,32.5,S,Survived
Dataset 2,28220,2,0,"Drew, Mr. James Vivian",male,42.0,2.0,32.5,S,Did Not Survive
Dataset 2,28220,2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,2.0,32.5,S,Survived
Dataset 2,SC/PARIS 2149,2,1,"Duran y More, Miss. Asuncion",female,27.0,1.0,13.8583,C,Survived
Dataset 2,SC/PARIS 2148,2,1,"Duran y More, Miss. Florentina",female,30.0,1.0,13.8583,C,Survived
Dataset 2,29751,2,0,"Eitemiller, Mr. George Floyd",male,23.0,0.0,13.0,S,Did Not Survive
Dataset 2,236854,2,0,"Enander, Mr. Ingvar",male,21.0,0.0,13.0,S,Did Not Survive
Dataset 2,236171,2,0,"Fahlstrom, Mr. Arne Jonas",male,18.0,0.0,13.0,S,Did Not Survive
Dataset 2,2926,2,0,"Faunthorpe, Mr. Harry",male,40.0,1.0,26.0,S,Did Not Survive
Dataset 2,2926,2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,1.0,26.0,S,Survived
Dataset 2,C.A. 15185,2,0,"Fillbrook, Mr. Joseph Charles",male,18.0,0.0,10.5,S,Did Not Survive
Dataset 2,229236,2,0,"Fox, Mr. Stanley Hubert",male,36.0,0.0,13.0,S,Did Not Survive
Dataset 2,239854,2,0,"Frost, Mr. Anthony Wood ""Archie""",male,,0.0,0.0,S,Did Not Survive
Dataset 2,237671,2,0,"Funk, Miss. Annie Clemmer",female,38.0,0.0,13.0,S,Did Not Survive
Dataset 2,239865,2,0,"Fynney, Mr. Joseph J",male,35.0,0.0,26.0,S,Did Not Survive
Dataset 2,28664,2,0,"Gale, Mr. Harry",male,38.0,1.0,21.0,S,Did Not Survive
Dataset 2,28664,2,0,"Gale, Mr. Shadrach",male,34.0,1.0,21.0,S,Did Not Survive
Dataset 2,243880,2,1,"Garside, Miss. Ethel",female,34.0,0.0,13.0,S,Survived
Dataset 2,239865,2,0,"Gaskell, Mr. Alfred",male,16.0,0.0,26.0,S,Did Not Survive
Dataset 2,31028,2,0,"Gavey, Mr. Lawrence",male,26.0,0.0,10.5,S,Did Not Survive
Dataset 2,C.A. 30769,2,0,"Gilbert, Mr. William",male,47.0,0.0,10.5,S,Did Not Survive
Dataset 2,28133,2,0,"Giles, Mr. Edgar",male,21.0,1.0,11.5,S,Did Not Survive
Dataset 2,28134,2,0,"Giles, Mr. Frederick Edward",male,21.0,1.0,11.5,S,Did Not Survive
Dataset 2,248726,2,0,"Giles, Mr. Ralph",male,24.0,0.0,13.5,S,Did Not Survive
Dataset 2,233866,2,0,"Gill, Mr. John William",male,24.0,0.0,13.0,S,Did Not Survive
Dataset 2,12233,2,0,"Gillespie, Mr. William Henry",male,34.0,0.0,13.0,S,Did Not Survive
Dataset 2,250646,2,0,"Givard, Mr. Hans Kristensen",male,30.0,0.0,13.0,S,Did Not Survive
Dataset 2,250647,2,0,"Greenberg, Mr. Samuel",male,52.0,0.0,13.0,S,Did Not Survive
Dataset 2,250653,2,0,"Hale, Mr. Reginald",male,30.0,0.0,13.0,S,Did Not Survive
Dataset 2,250649,2,1,"Hamalainen, Master. Viljo",male,0.67,2.0,14.5,S,Survived
Dataset 2,250649,2,1,"Hamalainen, Mrs. William (Anna)",female,24.0,2.0,14.5,S,Survived
Dataset 2,248746,2,0,"Harbeck, Mr. William H",male,44.0,0.0,13.0,S,Did Not Survive
Dataset 2,248727,2,1,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,1.0,33.0,S,Survived
Dataset 2,248727,2,0,"Harper, Rev. John",male,28.0,1.0,33.0,S,Did Not Survive
Dataset 2,S.W./PP 752,2,1,"Harris, Mr. George",male,62.0,0.0,10.5,S,Survived
Dataset 2,W/C 14208,2,0,"Harris, Mr. Walter",male,30.0,0.0,10.5,S,Did Not Survive
Dataset 2,F.C.C. 13529,2,1,"Hart, Miss. Eva Miriam",female,7.0,2.0,26.25,S,Survived
Dataset 2,F.C.C. 13529,2,0,"Hart, Mr. Benjamin",male,43.0,2.0,26.25,S,Did Not Survive
Dataset 2,F.C.C. 13529,2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,2.0,26.25,S,Survived
Dataset 2,220845,2,1,"Herman, Miss. Alice",female,24.0,3.0,65.0,S,Survived
Dataset 2,220845,2,1,"Herman, Miss. Kate",female,24.0,3.0,65.0,S,Survived
Dataset 2,220845,2,0,"Herman, Mr. Samuel",male,49.0,3.0,65.0,S,Did Not Survive
Dataset 2,220845,2,1,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,3.0,65.0,S,Survived
Dataset 2,248706,2,1,"Hewlett, Mrs. (Mary D Kingcome)",female,55.0,0.0,16.0,S,Survived
Dataset 2,S.O.C. 14879,2,0,"Hickman, Mr. Leonard Mark",male,24.0,2.0,73.5,S,Did Not Survive
Dataset 2,S.O.C. 14879,2,0,"Hickman, Mr. Lewis",male,32.0,2.0,73.5,S,Did Not Survive
Dataset 2,S.O.C. 14879,2,0,"Hickman, Mr. Stanley George",male,21.0,2.0,73.5,S,Did Not Survive
Dataset 2,250650,2,0,"Hiltunen, Miss. Marta",female,18.0,2.0,13.0,S,Did Not Survive
Dataset 2,29105,2,1,"Hocking, Miss. Ellen ""Nellie""",female,20.0,3.0,23.0,S,Survived
Dataset 2,29104,2,0,"Hocking, Mr. Richard George",male,23.0,3.0,11.5,S,Did Not Survive
Dataset 2,242963,2,0,"Hocking, Mr. Samuel James Metcalfe",male,36.0,0.0,13.0,S,Did Not Survive
Dataset 2,29105,2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,4.0,23.0,S,Survived
Dataset 2,250643,2,0,"Hodges, Mr. Henry Price",male,50.0,0.0,13.0,S,Did Not Survive
Dataset 2,26707,2,0,"Hold, Mr. Stephen",male,44.0,1.0,26.0,S,Did Not Survive
Dataset 2,26707,2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29.0,1.0,26.0,S,Survived
Dataset 2,S.O.C. 14879,2,0,"Hood, Mr. Ambrose Jr",male,21.0,0.0,73.5,S,Did Not Survive
Dataset 2,237798,2,1,"Hosono, Mr. Masabumi",male,42.0,0.0,13.0,S,Survived
Dataset 2,24065,2,0,"Howard, Mr. Benjamin",male,63.0,1.0,26.0,S,Did Not Survive
Dataset 2,24065,2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,1.0,26.0,S,Did Not Survive
Dataset 2,SCO/W 1585,2,0,"Hunt, Mr. George Henry",male,33.0,0.0,12.275,S,Did Not Survive
Dataset 2,SO/C 14885,2,1,"Ilett, Miss. Bertha",female,17.0,0.0,10.5,S,Survived
Dataset 2,243847,2,0,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1.0,27.0,S,Did Not Survive
Dataset 2,243847,2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,3.0,27.0,S,Survived
Dataset 2,237565,2,0,"Jarvis, Mr. John Denzil",male,47.0,0.0,15.0,S,Did Not Survive
Dataset 2,C.A. 31029,2,0,"Jefferys, Mr. Clifford Thomas",male,24.0,2.0,31.5,S,Did Not Survive
Dataset 2,C.A. 31029,2,0,"Jefferys, Mr. Ernest Wilfred",male,22.0,2.0,31.5,S,Did Not Survive
Dataset 2,C.A. 33111,2,0,"Jenkin, Mr. Stephen Curnow",male,32.0,0.0,10.5,S,Did Not Survive
Dataset 2,SC/AH Basle 541,2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0.0,13.7917,C,Survived
Dataset 2,244367,2,0,"Kantor, Mr. Sinai",male,34.0,1.0,26.0,S,Did Not Survive
Dataset 2,244367,2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1.0,26.0,S,Survived
Dataset 2,F.C.C. 13534,2,0,"Karnes, Mrs. J Frank (Claire Bennett)",female,22.0,0.0,21.0,S,Did Not Survive
Dataset 2,226593,2,1,"Keane, Miss. Nora A",female,,0.0,12.35,Q,Survived
Dataset 2,233734,2,0,"Keane, Mr. Daniel",male,35.0,0.0,12.35,Q,Did Not Survive
Dataset 2,223596,2,1,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0.0,13.5,S,Survived
Dataset 2,219533,2,0,"Kirkland, Rev. Charles Leonard",male,57.0,0.0,12.35,Q,Did Not Survive
Dataset 2,239855,2,0,"Knight, Mr. Robert J",male,,0.0,0.0,S,Did Not Survive
Dataset 2,C.A. 18723,2,0,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0.0,10.5,S,Did Not Survive
Dataset 2,250651,2,0,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,2.0,26.0,S,Did Not Survive
Dataset 2,250651,2,0,"Lahtinen, Rev. William",male,30.0,2.0,26.0,S,Did Not Survive
Dataset 2,240261,2,0,"Lamb, Mr. John Joseph",male,,0.0,10.7083,Q,Did Not Survive
Dataset 2,SC/Paris 2123,2,1,"Laroche, Miss. Louise",female,1.0,3.0,41.5792,C,Survived
